Suite,Sample,Pluton,Author,SiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,Loi+,H2O,Total,Cr,Ni,Co,Sc,V,Cu,Pb,Zn,Cd,Sn,W,Mo,As,Rb,Cs,Ba,Sr,Ga,Ta,Nb,Hf,Zr,Y,Th,U,Be,Ag,Au,Bi,Cd,Hg,Sb,Se,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,ETR
EHKCalcAlk,VF-25,Flores,[27],74.87,13.37,1.3,1.17,0.05,0.13,0.64,3.19,5.54,0.13,0.02,0.6,,99.84,,61,,,,,,,,1,676.1,,,222,1.8,251,78.3,16.3,1.2,15.7,4.5,110,12.6,43.3,62.1,4,<0.1,<0.5,<0.1,<0.1,<0.01,<0.1,<0.5,37.3,72.6,8.14,28.4,4.5,0.65,3.04,0.42,2.08,0.39,1.16,0.19,1.4,0.23,160.5
EHKCalcAlk,J-69,Barcelona,[4],71.52,13.51,2.43,2.19,0.04,0.4,1.31,3.23,5.65,0.21,0.06,0.54,,98.9,,,,,19,,,,,3,804.5,,,311,1.1,375,88.9,16.2,4,33.8,5,161,35.5,52,14.4,6,<0.1,<0.5,<0.1,<0.1,*,<0.1,<0.5,62.6,122,12.9,43.5,7.32,0.73,5.89,0.97,5.12,1.02,3.31,0.5,3.18,0.5,269.54
EHKCalcAlk,MA-172A,Caxexa,[22],73.04,13.79,2.07,1.86,0.04,0.31,1.27,3.41,5.97,0.19,0.06,0.55,,100.7,,,,,,,,,,<1,1095.1,,,284.2,2.1,151,67,19.2,1.7,17.2,9.3,123.3,19.4,17.2,21.4,6,<0.1,<0.5,<0.1,<0.1,0.02,<0.1,<0.5,7.4,13.6,1.35,4.8,1.11,0.45,1.31,0.28,2.11,0.51,2.05,0.4,3.21,0.63,39.21
EHKCalcAlk,AP511A,Serra da Rajada,[5],74.8,13.6,2.42,2.18,0.04,0.3,1.24,3.17,5.55,0.21,0.05,0.35,,101.73,,2,1.8,,,3.3,15.1,,,2,654.9,,,340,1.6,28,16.4,20.5,13.1,99.8,8.1,107,45.3,30,36.5,11,<0.1,<0.5,<0.1,<0.1,<0.01,<0.1,<0.5,5.2,12.4,1.35,5.9,2.85,0.14,4.27,1.06,7.02,1.63,5.44,0.95,7.19,1.13,56.53
EHKCalcAlk,AP507A,Serra da Rajada,[5],70.9,13.3,3.07,2.76,0.05,0.5,1.34,3.09,5.41,0.36,0.14,0.33,,98.49,,4.4,3.8,,,3.2,11.4,,,,0.2,1.2,,246.8,2.7,843.2,238.8,18.4,2.4,20.3,7,223.3,30.8,37.9,2.6,,,,,,,,,93.5,179.9,17.73,57.1,9.4,1.17,6.27,1.03,5.43,1.05,2.85,0.49,2.79,0.42,379.13
EHKCalcAlk,VC-589,Capuxu,[19],72.7,13.88,2.47,2.22,0.04,0.39,1.5,3.04,5.34,0.25,0.07,0.2,,99.88,,10.6,2.9,2,14,6.9,8.6,45,,,0.3,0.9,,216,4.1,818.1,224.9,17.1,2,18.6,6.2,220.8,28.9,50.4,3.7,,,,,,,,,117.6,221.1,22.08,66.2,10.2,1.2,6.57,1.09,5.44,0.96,2.63,0.38,2.42,0.35,458.22
EHKCalcAlk,AP666A,Serra da Rajada,[5],75.2,12.4,2.77,2.49,0.07,0.28,1.19,2.86,5.03,0.2,0.13,1.61,,101.74,,5.1,3.8,,,5.7,16.4,,,,0.4,4.2,,234.3,3.5,808.5,221.1,16.8,1.8,18.4,6.6,220.7,25.8,45,5.9,,,,,,,,,90.7,168.5,16.93,52.5,8.1,0.96,4.99,0.87,4.44,0.8,2.3,0.36,2.3,0.39,354.14
EHKCalcAlk,D02B,Serra da Macambira,[25],73.1,13.4,2.04,1.84,0.04,0.3,0.84,3.16,5.56,0.33,0.18,0.8,,99.75,,2.1,87,3,<8,1.5,9.7,,,,0.4,0.9,,308.2,3.8,533,128.3,17.6,1.8,22.1,6.5,190,22.9,64.1,4.9,,,,,,,,,113.3,212,20.89,62.6,9.3,0.85,5.4,0.81,4.12,0.71,2.2,0.34,2.12,0.36,435
EHKCalcAlk,PAP09,Angicos,[17],72.64,14.26,1.85,1.66,0.03,0.32,1.3,3.23,5.69,0.16,0.06,0.23,,99.77,,,,,,,35.83,,,,0,2,,238.8,3.3,695.9,184,16.6,1.8,18.2,6.4,201.2,24.5,34.8,4.5,,,,,,,,,70.6,134.2,13.48,41.4,6.9,0.86,4.9,0.77,4.39,0.78,2.33,0.39,2.44,0.37,283.81
EHKCalcAlk,AP505C,Serra da Rajada,[5],73.8,13.1,2.85,2.56,0.06,0.23,1.32,2.98,5.29,0.25,0.15,0.41,,100.44,,2,1.6,,,2.3,9.5,,,,0.2,2.7,,277.6,3.9,778.4,214.4,17.8,2,21.1,6.7,219.4,29.3,41.1,10.7,,,,,,,,,89.1,165.9,16.47,51.5,8.2,0.95,5.17,0.88,4.96,0.85,2.63,0.44,2.39,0.39,349.83
EHKCalcAlk,D06A,Serra da Macambira,[25],68.4,14.3,3.96,3.56,0.06,0.72,1.65,3.27,5.82,0.58,0.21,0.7,,99.67,,4.1,77.3,6,15,5.5,7.5,,,,0.5,3.2,,242.8,3.7,797,213.2,18.7,1.9,18.2,6.5,209.2,25,42.9,4.6,,,,,,,,,84.3,156.8,15.98,50.4,7.8,0.89,5.14,0.88,4.36,0.84,2.43,0.37,2.23,0.35,332.77
EHKCalcAlk,AP506A,Serra da Rajada,[5],74.7,13.7,2.36,2.12,0.05,0.31,1.23,3.13,5.59,0.17,0.04,0.38,,101.66,,2.2,1.7,,,1.5,16.9,,,,0.5,1.6,,295.2,7.6,166.1,108.6,18.3,4.7,36,5.6,140.3,29.2,56.5,25,,,,,,,,,27.4,56.7,6.24,21.3,5,0.51,4.06,0.78,4.17,0.89,2.8,0.49,3.19,0.57,134.1
EHKCalcAlk,VC-588,Capuxu,[19],73.14,13.75,2.38,2.14,0.03,0.36,1.5,2.96,5.29,0.23,0.04,0.2,,99.88,,5.1,2.4,2,10,4.8,9.2,41,,,0.4,2.5,,263.3,7.2,365.5,167.1,15.8,2.3,18.8,4.5,127.9,17,54,13.7,,,,,,,,,37.4,74.4,7.8,24.7,5.1,0.56,3.4,0.6,3.04,0.56,1.62,0.27,1.5,0.29,161.24
EHKCalcAlk,VC-590,Capuxu,[19],71.8,14.33,2.49,2.24,0.03,0.38,1.54,3.11,5.57,0.25,0.06,0.3,,99.86,,5.1,2.9,2,13,5.5,7.5,40,,,0.3,3.1,,326.9,6.4,116.3,101.5,16.7,3.8,19.8,3.1,63.6,19.5,36.9,8.5,,,,,,,,,10.5,22.7,2.58,9.1,2.6,0.35,2.5,0.5,2.88,0.6,1.76,0.32,1.86,0.3,58.55
EHKCalcAlk,PAP05,Angicos,[17],71.5,14.23,2.02,1.82,0.02,0.42,1.43,3.13,5.61,0.29,0.08,0.51,,99.25,,,,,,,32.49,,,,1.2,0.7,,332.2,6.8,41.8,44.2,17.8,4.5,38.5,2.4,47.1,26.6,26.2,22.8,,,,,,,,,3,14,1.16,4,2.1,0.28,2.68,0.59,3.75,0.78,2.7,0.46,2.99,0.45,38.94
EHKCalcAlk,CEBP-84,Taipu,[24],72.36,13.52,2.78,2.5,0.04,0.34,1.32,3.09,5.56,0.25,0.08,0.36,,99.7,,2.3,2.2,1.4,10,5.9,11.9,46,nd,5.4,6.5,,,160.3,1.27,753,182,17.5,2.54,25.79,6.67,260.4,29.63,24.3,2.47,3.4,,,,,,,,88.9,186.9,18.82,67.2,10,1.36,9.23,0.99,6.24,1.14,3.4,0.43,3.1,0.21,397.92
EHKCalcAlk,MA-156B,Caxexa,[22],69.21,14.47,3.06,2.75,0.04,0.62,1.41,3.29,5.92,0.38,0.13,0.56,,99.09,,,,,,,,,,5.2,4.2,,,209,2.57,689,198.4,23.1,3.18,25.75,7.72,275,31.11,29.2,5.93,5.7,,,,,,,,80.6,164.5,16.73,58,9.2,1.27,8.02,0.97,5.41,0.93,3.44,0.45,4.1,0.25,353.87
EHKCalcAlk,D18,Serra da Macambira,[25],72.9,13.4,1.96,1.76,0.04,0.29,1.11,3.13,5.67,0.27,0.1,0.9,,99.77,,1.9,85.1,4,15,0.9,9.2,,,4.2,3.9,,,235.3,2.21,663,163.9,20.4,3.28,29.32,6.33,227.6,33.27,26.1,5.85,4.2,,,,,,,,100.1,191.6,18.95,65.6,10.5,1.42,9.53,1.18,6.66,1.25,3.26,0.42,3.4,0.21,414.08
EHKCalcAlk,SANTA LUZIA GE,Serra de Joao do Vale,[7],72.5,14.3,2.25,2.02,0.03,0.46,1.62,2.91,5.28,0.23,0.08,0.71,,100.46,10,5,4,4,11,6,45,41,<0.5,3.9,1.4,,,231.4,2.13,1123,198.5,19.5,2.56,66.67,4.41,157.7,24.95,41.7,9.44,4.3,,,,,,,,86.8,158.2,16.65,56.2,9.6,1.85,5.74,0.97,4.02,0.79,2.26,0.39,2.9,0.26,346.63
EHKCalcAlk,G281-31,Picuí,[26],74.84,12.49,1.91,1.72,0.04,0.28,1.17,2.87,5.21,0.71,0.16,0.44,,100.12,,,2,,,18,44,36,,4.2,7,,,221.8,1.77,608,160.6,19.4,1.93,17.41,4.93,200.5,21.24,36,10.9,5.3,,,,,,,,79.3,161.7,15.89,53.8,8.3,1.08,6.95,0.73,3.93,0.61,2.61,0.26,2.4,0.18,337.74
EHKCalcAlk,VF-27,Flores,[27],73.59,13.42,1.38,1.24,0.02,0.15,0.97,3.22,5.86,0.13,0.02,1.1,,99.86,,21,,,,,,,,4.5,5.3,,,259,3.41,544,153.1,21.7,3.33,22.43,4.13,130.6,26.07,38.1,25.65,6.7,,,,,,,,57.4,110.1,11.21,37.6,5.2,0.93,6.43,0.62,4.15,0.77,2.86,0.42,3.4,0.23,241.32
EHKCalcAlk,PAP04,Angicos,[17],73.01,14.05,1.92,1.73,0.02,0.3,1.13,3.17,5.77,0.17,0.06,0.24,,99.85,,,,,,,38.7,,,3.4,4.4,,,223.8,2.3,433,124.9,18.2,2.6,19.52,4.71,142.9,22.24,34.8,28.94,4,,,,,,,,50.5,104.2,10.47,37.5,5.9,0.78,5.75,0.55,3.76,0.61,2.18,0.25,2.9,0.21,225.56
EHKCalcAlk,D12,Serra da Macambira,[25],74.3,13.5,1.16,1.04,0.03,0.18,0.87,3.15,5.75,0.11,0.03,0.7,,99.78,,1.2,115.7,1,17,1.5,10.4,,,5.3,3,,,211.8,2.68,297,8,15.7,4.79,30.14,4.4,114.3,40.73,28.2,18.33,<0.1,,,,,,,,72,142.8,15.15,52.7,8.9,0.67,8.85,1.2,7.55,1.4,4.71,0.51,5.1,0.28,321.82
EHKCalcAlk,RN-22,Serra Boa Vista,[23],72.69,13.66,2.33,2.1,0.04,0.43,1.25,3.01,5.54,0.2,0.06,0.1,0.31,99.62,,,,0.6,23.6,,,,,4.7,1.1,,,240.6,2.29,613,4.1,18.2,2.18,23.27,5.11,148.6,24.3,49.5,12.17,1,,,,,,,,71.5,131.5,13.84,45.7,7.8,1.18,4.98,0.81,3.36,0.6,1.63,0.32,2.9,0.23,286.35
EHKCalcAlk,PAP06,Angicos,[17],73.23,13.87,1.69,1.52,0.02,0.19,1.04,3.17,5.85,0.15,0.05,0.25,,99.51,,,,,,,43.9,,,4.2,1.3,,,230.5,1.86,581,164.1,19.5,1.96,29.23,5.96,227.5,27.98,41.5,7.54,5.6,,,,,,,,91.6,173.1,19.58,62.6,10.5,1.12,5.96,1.03,5.17,0.93,2.53,0.3,2.8,0.19,377.41
EHKCalcAlk,C-301,Caraúbas,[11],71.89,13.75,2.11,1.9,0.03,0.34,1.29,3.02,5.58,0.24,0.14,0.3,,98.69,,,,,,,,,,3.3,4.8,,,221,2.53,572,160.7,17,2.5,17.75,4.28,148.2,22.76,37.1,10.6,4.4,,,,,,,,63.8,128.9,13.24,44.5,6.9,1,6.16,0.67,4.03,0.61,2.46,0.27,2.7,0.21,275.45
EHKCalcAlk,D13,Serra da Macambira,[25],71.3,14.3,2.19,1.97,0.04,0.46,1.41,3.17,5.86,0.31,0.1,0.7,,99.84,,3.2,59.1,3,23,2.8,7.9,,,3.9,4.5,,,229.9,2.57,519,154.4,19.5,2.01,21.57,5.32,163.5,18.25,41.1,15.52,4.3,,,,,,,,120.2,228.7,23.92,79,11.5,1.93,8.87,1.2,7.4,1.32,3.61,0.52,3.7,0.38,492.25
EHKCalcAlk,C-187,Caraúbas,[11],73.54,13.46,1.7,1.53,0.02,0.22,0.98,3.04,5.62,0.16,0.28,0.7,,99.72,,,,,,,,,,5,1.1,,,226.3,1.66,1412,141.7,21.8,3.56,97.57,6.33,224.6,37.53,45.1,14.34,7.1,,,,,,,,67.8,136.2,13.64,47.4,7.7,1.1,7.28,0.63,3.15,0.52,1.72,0.22,2.2,0.21,289.77
EHKCalcAlk,AC-01D,Acari,[14],73.25,13.61,1.51,1.36,0.02,0.2,1.35,3.07,5.69,0.12,0.08,0.43,,99.33,,6,5,2,5,5,,35,,5.5,7.6,,,228,4.37,479,181.5,20.5,2.29,20.36,4.67,149.6,19.12,34.8,32.67,4.5,,,,,,,,50.4,99.4,9.75,34.9,5,0.75,4.71,0.53,3.41,0.45,1.96,0.31,2.2,0.2,213.97
EHKCalcAlk,G280-06,Picuí,[26],73.45,13.3,2.57,2.31,0.05,0.47,1.76,2.72,5.05,0.3,0.11,0.3,,100.08,,,3,,23,11,23,46,,5.6,1.9,,,275.5,3.82,1281,150.3,21.9,3.8,115.27,4.58,141.1,29.61,54.3,49,4.5,,,,,,,,83.8,161,17.68,56.7,8.8,2.03,8.7,0.84,4.24,0.95,3.25,0.38,3.2,0.23,351.8
EHKCalcAlk,VC-636,Catolé do Rocha,[20],72.87,13.49,2.73,2.46,0.04,0.26,1.11,3.14,5.86,0.25,0.05,0.1,,99.9,,10.7,2.1,2,7,7.4,21.8,46,,,,,,119.2,,1830,422.5,18.7,2.3,38.8,12.1,515.7,39.8,12.4,2.4,,,,,,,,,88.3,188.2,19.49,73.6,12.58,2.54,9.46,1.53,7.71,1.49,3.96,0.58,3.77,0.55,413.76
EHKCalcAlk,AP445A,Serra da Rajada,[5],71.2,13.2,2.72,2.45,0.04,0.32,1.28,3,5.6,0.25,0.07,0.36,,98.04,,2.8,2.4,,,2.8,51.1,,,,,,,193.3,,811,211.6,18.6,2.8,35.6,9.8,375.3,33.9,23.9,2.4,,,,,,,,,102.7,186.3,20.1,65.5,10.2,1.4,8.1,1.2,6.2,1.2,3.5,0.5,3.5,0.5,410.9
EHKCalcAlk,G279-06,Picuí,[26],75.32,12.67,1.87,1.68,0.04,0.33,1.22,2.78,5.19,0.18,0.17,0.34,,100.11,,,2,,14,39,56,55,,,,,,218.2,,726,180,19.6,3.5,40.6,9.2,359.6,35.1,23.7,2.8,,,,,,,,,94.5,173.1,18.5,62.9,10.6,1.4,8.3,1.2,6.5,1.2,3.7,0.5,3.8,0.6,386.8
EHKCalcAlk,MA-172,Caxexa,[22],72.22,14.32,2.1,1.89,0.03,0.33,1.28,3.08,5.76,0.19,0.14,0.45,,99.9,,4,,,16,,,,,,,,,203.9,,783,174,20,3.5,41.1,8.9,361.5,36.5,24.9,2.5,,,,,,,,,101.6,186.8,21.82,68.77,10.61,1.42,8.21,1.25,6.4,1.24,3.35,0.53,3.36,0.51,415.87
EHKCalcAlk,MA-165A,Caxexa,[22],68.58,15.58,2.68,2.41,0.04,0.41,1.7,3.53,6.63,0.29,0.08,0.38,,99.9,,,,,,,,,,,,,,141.8,,554,188.2,17.8,3,40.1,7.2,241.9,32.3,18.1,4.4,,,,,,,,,79.6,144,16,54,9,1.4,7.2,1,5.8,1.1,3.2,0.5,3.4,0.5,326.7
EHKCalcAlk,A11B (dique),Tapuio,[16],70.64,14.57,2.35,2.11,0.03,0.5,1.57,3.13,5.88,0.29,0.1,0.6,,99.66,,,,2,,,,,,,,,,194.5,,577,136.4,18.3,2.8,31.4,8.6,295.6,36.2,35.6,3,,,,,,,,,116.5,237.9,22.12,73.2,10.89,1.14,7.04,1.27,6.38,1.28,3.5,0.56,3.4,0.5,485.68
EHKCalcAlk,A30A (dique),Serra do Caramuru,[16],68.86,14.69,3.1,2.79,0.03,0.75,1.89,2.98,5.6,0.46,0.15,1.1,,99.61,,,,3,,,,,,,,,,153.5,,1058,223.2,21.4,2.9,46.4,14.4,586.5,43.5,21.6,2.4,,,,,,,,,119.3,214,23.9,83.7,13.1,2.1,10.6,1.5,8.2,1.6,4.4,0.7,4.4,0.7,488.2
EHKCalcAlk,P-29,Prado,[11],71.68,14.71,3.02,2.72,0.03,0.08,1.33,3.08,5.8,0.34,0.17,0.59,,100.83,,6,,,22,,,,,,,,,177.3,,800,222.5,18.6,2.9,39.2,8.9,349.2,35.2,26.8,2.2,,,,,,,,,101,181,19.1,62.6,10.2,1.4,8.3,1.2,6.5,1.3,3.7,0.5,3.6,0.6,401
EHKCalcAlk,G283-06,Picuí,[26],73.66,13.3,2.3,2.07,0.06,0.5,1.29,2.8,5.29,0.23,0.18,0.55,,100.16,,,3,,26,16,29,55,,,,,,134.9,,661,230.3,15.4,2.6,21.8,5.1,166.3,17.4,45.4,4.2,,,,,,,,,94.2,164.5,17.1,53.1,7.3,1,5.1,0.6,3,0.6,1.8,0.3,1.8,0.3,350.7
EHKCalcAlk,AP507C,Serra da Rajada,[5],74,13.3,2.4,2.16,0.04,0.3,1.21,2.96,5.65,0.26,0.07,0.2,,100.39,,3.6,2.8,,,3.3,8.4,,,,,,,172.8,,1977,451.4,18.9,1.7,21.4,11.4,469,10.9,38.7,1.1,,,,,,,,,180.9,301.4,30.8,96.1,11.2,1.8,6.7,0.6,2.6,0.3,0.7,0.1,0.7,0.1,634
EHKCalcAlk,AP512A,Serra da Rajada,[5],69.9,13.3,3.53,3.18,0.05,0.45,1.42,2.92,5.61,0.35,0.11,0.48,,98.12,,3.1,3.7,,,5.7,8,,,,,,,175.7,,944,190.8,17.1,2.4,21,3.9,111.4,21.7,29.2,2.6,,,,,,,,,34.4,72.6,7.57,26.6,4.96,0.91,3.83,0.69,3.7,0.74,2.23,0.33,2,0.32,160.88
EHKCalcAlk,VC-594,Capuxu,[19],72.7,13.56,2.43,2.19,0.04,0.24,1.23,3,5.77,0.2,0.05,0.7,,99.92,,3.2,1.8,2,8,4.8,16.6,41,,,,,,177.7,,1810,355,18.2,0.2,7.5,10.5,399.5,5.9,73.8,1.3,,,,,,,,,189.8,386.1,33.01,102.4,11.44,1.45,5.54,0.49,1.57,0.19,0.45,0.07,0.49,0.09,733.09
EHKCalcAlk,LG-93,Serrinha,[9],73.3,13.9,2,1.8,0,0.7,1.4,2.7,5.3,0.26,0.11,0.27,,99.94,35,18,8.2,,18,16,95,51,,,,,,185.7,,1744,352.6,17.2,1.4,20.4,10.5,434.3,18.4,55.8,1.2,,,,,,,,,184.7,316.7,32.7,102.5,12.7,1.7,8.5,0.9,4,0.6,1.7,0.2,1.3,0.2,668.4
EHKCalcAlk,MA-165,Caxexa,[22],68.03,16.1,2.95,2.65,0.03,0.42,1.76,3.3,6.53,0.29,0.15,0.37,,99.93,,4,,,15,,,,,,,,,192.7,,192,64.4,20.2,5.9,58.2,5.7,129.7,49.7,26.2,5.1,,,,,,,,,49.9,106.9,10.5,35.8,7.65,0.44,6.7,1.31,7.55,1.62,4.8,0.81,5.14,0.77,239.89
EHKCalcAlk,MH-156,Japi,[13],67.46,14.96,4.15,3.73,0.05,0.87,1.84,2.96,5.88,0.46,0.16,0.38,0.11,99.28,,5,,0.9,40,,,,,,,,,221,,270,81.9,16.2,2.3,29.1,6.5,202.9,21.7,50.8,8.2,,,,,,,,,86.4,151.5,16.5,51,8.3,0.7,5.9,0.8,4,0.7,2.2,0.4,2.6,0.4,331.4
EHKCalcAlk,AP-02A,Angicos,[14],71.4,14.4,3.1,2.79,0.05,0.55,1.6,2.8,5.6,0.3,0.09,0.36,,100.25,13,,,,14,,78,37,,,,,,185.8,,1728,358.3,15,1.1,8.7,7.9,299.6,7.3,42.5,1.9,,,,,,,,,121.8,189.9,18.5,55.8,6.7,1.1,4.3,0.4,1.6,0.2,0.6,0.1,0.6,0.1,401.7
EHKCalcAlk,T-10B,Tourão,[11],74.56,12.82,1.51,1.36,0.02,,0.88,2.83,5.69,0.1,0.1,0.65,,99.16,,,,,,,,,,5,1,<1,<5,236,3.54,719,137.5,21.1,1.9,30.5,6.9,235,43,51.7,8.42,,<0.5,,,<0.5,,,,,271,28.4,90,16.55,1.53,12.55,1.9,9.14,1.66,4.42,0.68,3.81,0.58,442.22
EHKCalcAlk,PAP11,Angicos,[17],72.49,14.08,2.03,1.83,0.03,0.3,1.05,2.97,6.02,0.21,0.07,0.45,,99.7,,,,,,,44.67,,,4,1,<1,<5,234,2.77,753,160.5,25.5,4.1,32.2,7.2,243,34.3,34.2,4.09,,<0.5,,,<0.5,,,,,160,18,57.7,10.5,1.5,8.51,1.29,7.4,1.28,3.64,0.49,2.67,0.35,273.33
EHKCalcAlk,ES-31X,Serrinha,[9],76.46,12.69,1.01,0.91,0.01,0.48,0.8,2.78,5.68,0.08,0.01,0.37,,100.37,242,5,0.4,0.2,16,24,,,,4,1,<1,<5,272,3.83,534,120,20.7,2,18.6,5,154,23.2,26.8,5.01,,<0.5,,,<0.5,,,,,97.4,9.35,27.7,5,0.7,4.04,0.69,3.86,0.76,2.29,0.37,2.41,0.43,155
EHKCalcAlk,RN-20A,Serra Boa Vista,[23],72.72,13.74,2.08,1.87,0.03,0.34,1.18,2.87,5.9,0.2,0.06,0.1,0.45,99.67,,,,2,26.8,,,,,5,1,<1,<5,263,3.24,666,122,22,2.9,33.7,6,197,27.8,34,12.85,,<0.5,,,<0.5,,,,,165.5,16.85,53.9,9.7,0.95,7.16,1.15,5.91,1.08,3.28,0.44,2.25,0.37,268.54
EHKCalcAlk,J-22,Barcelona,[4],75.02,12.93,1.89,1.7,0.02,0.17,0.76,2.91,6.2,0.15,0.04,0.06,,100.15,,,,,10,,,,,1.8,1.5,<1,<5,207,1.82,880,175,19.8,0.5,9.81,7.83,292,19.9,40.9,2.29,,<0.5,,,<0.5,,,,,230,25.1,83,12.8,1.21,8.88,1.07,4.33,0.73,1.85,0.26,1.16,0.24,370.63
EHKCalcAlk,G269-31,Picuí,[26],78.1,13.3,0.48,0.43,0.05,0,0.59,2.25,4.83,0,0.05,0.36,,100.01,,19,,,,30,65,30,,,,,,68,,,352,16,,12,,87,16,16,7,,,,,,,,,,38,,,,,,,,,,,,,
EHKCalcAlk,AP-05,Angicos,[14],74.2,13.8,2,1.8,0.04,0.24,0.98,2.7,5.8,0.17,0.03,0.36,,100.32,14,,,,,,85,21,,,,,,50,,,411,16,,12,,113,15,10,7,,,,,,,,,,23,,,,,,,,,,,,,
EHKCalcAlk,VF-19,Flores,[27],71.43,13.93,2.26,2.03,0.03,0.5,1.32,2.8,6.03,0.28,0.07,1.1,,99.75,,83,,,,,,,,,,,,50,,,484,16,,10,,115,9,11,7,,,,,,,,,,26,,,,,,,,,,,,,
EHKCalcAlk,A7A (dique),Serra do Caramuru,[16],68.76,15.09,3.06,2.75,0.03,0.69,1.44,2.99,6.45,0.4,0.21,0.4,,99.52,,,,2,,,,,,,,,,51,,,439,16,,10,,103,12,10,7,,,,,,,,,,27,,,,,,,,,,,,,
EHKCalcAlk,JC-28-10 GE,Serra de Joao do Vale,[7],72.5,14.1,2.06,1.85,0.05,0.38,1.29,2.75,6.09,0.23,0.08,1.02,,100.67,10,2,3,3,12,2,36,41,<0.5,,1.9,1.9,,248.6,,378,83.8,,2.71,26.6,2.32,75.8,14.2,30.7,11.78,,,,,,,,,29.7,54.48,5.22,18.6,3.8,0.51,3.96,0.66,4.23,0.9,2.78,0.48,3.1,0.51,
EHKCalcAlk,VC-632,Catolé do Rocha,[20],72.21,13.27,3.15,2.83,0.04,0.25,1.22,2.71,6.04,0.28,0.06,0.5,,99.73,,5.3,2.8,3,9,12.5,10.2,46,,,4.5,4.5,,279.9,,237,67.2,,16.27,57.6,1.95,85.1,15.3,32.3,16.29,,,,,,,,,22.5,43.09,4.45,16.7,4.4,0.46,5.38,1.14,7.79,1.76,5.48,0.86,6.7,1.05,
EHKCalcAlk,G271-06,Picuí,[26],75.66,12.99,1.89,1.7,0.03,0.22,1.37,2.28,5.17,0.16,0.12,0.43,,100.32,,14,2,,19,28,32,53,,,1.2,1.2,,356.2,,171,56.2,,3.24,31.9,2.26,65.5,21.7,26.6,15.55,,,,,,,,,14.2,27.32,3.24,11.6,3.1,0.36,3.98,0.73,5.37,1.26,4.23,0.67,5.3,0.91,
EHKCalcAlk,G288-31,Picuí,[26],72.64,13.45,2.14,1.93,0.06,0.44,2.23,2.52,5.76,0.25,0.19,0.48,,100.16,,,2,,9,37,54,46,,,0.8,0.8,,337.2,,146,44.6,,7.95,28.8,1.81,52.1,26.56,17.6,13.67,,,,,,,,,12.6,9.71,1.89,6.8,1.9,0.25,2.46,0.5,3.84,0.86,2.71,0.45,3.6,0.14,
EHKCalcAlk,VC-177B,Catolé do Rocha,[20],69.71,14.19,3.66,3.29,0.04,0.47,1.26,2.79,6.47,0.42,0.11,0.7,,99.82,,8.1,3.5,5,13,10.7,15.3,65,,,0.9,0.9,,312.8,,193,57.1,,6.33,33.6,2.49,63.4,34.93,21.7,13.47,,,,,,,,,20.5,16.27,3.58,13.2,3.1,0.42,3.51,0.67,4.6,1.03,3.53,0.52,4.2,0.26,
EHKCalcAlk,G270-31,Picuí,[26],75.24,13.29,2.18,1.96,0.04,0.37,1.26,2.09,4.85,0.38,0.1,0.35,,100.15,90,,1,5,,45,76,47,,,,,,236,,238,109,,7,58,9,322,81,35,,,,,,,,,,88.5,167.6,19.4,71,16.3,1.4,16.4,2.8,15.8,3.1,8.8,1.2,7.6,1.1,421
EHKCalcAlk,G300-31,Picuí,[26],78.77,11.09,1.56,1.4,0.03,0.35,0.54,2.19,5.09,0.11,0.17,0.22,,100.12,,,,,,14,27,17,,,,,,231,,523,95,,4,55,9,299,35,2,,,,,,,,,,81.9,151.3,18.1,62.9,12.3,1.1,11.4,1.8,11,2.1,5.7,0.8,5.9,0.7,367
EHKCalcAlk,A3A,Serra do Caramuru,[16],73.29,13.88,1.52,1.37,0.01,0.21,0.63,2.79,6.57,0.17,0.07,0.6,,99.74,,,,3,,,,,,,,,,257,,431,87,,3,49,9,292,35,1,,,,,,,,,,88.9,164.9,19,62.5,10.8,1,9.8,1.4,8.7,1.7,4.8,0.7,5.2,0.7,380.1
EHKCalcAlk,G285-06,Picuí,[26],73.55,13.4,2.36,2.12,0.06,0.58,1.64,2.27,5.36,0.26,0.14,0.52,,100.14,,,3,,19,25,31,52,,,,,,241,,360,73,,4,40,7,206,35,1,,,,,,,,,,61.8,120.1,13.1,46.4,8.1,0.7,7.2,1.2,7.2,1.4,4.1,0.5,4.1,0.5,276.4
EHKCalcAlk,MA-50,Caxexa,[22],72.7,14.21,1.93,1.74,0.01,0.26,0.97,2.66,6.31,0.15,0.15,0.55,,99.9,,6,,,26,,,,,,,,,226,,385,79,,3,34,9,277,35,1,,,,,,,,,,91.6,175.9,19.7,66.3,10.7,0.9,7.2,1.1,5.9,1.1,3.5,0.5,3.9,0.5,388.8
EHKCalcAlk,G278-31,Picuí,[26],74.76,12.71,2.25,2.02,0.06,0.31,1.15,2.33,5.53,0.16,0.15,0.73,,100.14,28,,1,,,18,76,48,,,,,,245,,361,86,,3,31,7,214,40,28,,,,,,,,,,70.3,132.3,14.4,50.3,8.8,0.8,7.5,1.2,6.4,1.2,3.8,0.6,4.2,0.7,302.5
